證券代碼,年月日,收盤價(元),收盤價
TX200506 台指 2005/06,2004/12/27,,
TX200509 台指 2005/09,2004/12/27,,"5,925"
Y9999 加權指數,2004/12/24,"6,019.42",
TX200501 台指 2005/01,2004/12/24,,"6,032"
TX200502 台指 2005/02,2004/12/24,,"6,032"
TX200503 台指 2005/03,2004/12/24,,"6,000"
TX200506 台指 2005/06,2004/12/24,,"6,000"
TX200509 台指 2005/09,2004/12/24,,"5,946"
Y9999 加權指數,2004/12/23,"5,997.67",
TX200501 台指 2005/01,2004/12/23,,"6,002"
TX200502 台指 2005/02,2004/12/23,,"6,009"
TX200503 台指 2005/03,2004/12/23,,"5,992"
TX200506 台指 2005/06,2004/12/23,,"5,950"
TX200509 台指 2005/09,2004/12/23,,"5,895"
Y9999 加權指數,2004/12/22,"6,001.52",
TX200501 台指 2005/01,2004/12/22,,"6,025"
TX200502 台指 2005/02,2004/12/22,,"6,035"
TX200503 台指 2005/03,2004/12/22,,"6,030"
TX200506 台指 2005/06,2004/12/22,,"6,000"
TX200509 台指 2005/09,2004/12/22,,"5,913"
Y9999 加權指數,2004/12/21,"5,987.85",
TX200501 台指 2005/01,2004/12/21,,"5,978"
TX200502 台指 2005/02,2004/12/21,,"5,978"
TX200503 台指 2005/03,2004/12/21,,"5,960"
TX200506 台指 2005/06,2004/12/21,,"5,970"
TX200509 台指 2005/09,2004/12/21,,"5,851"
Y9999 加權指數,2004/12/20,"5,985.94",
TX200501 台指 2005/01,2004/12/20,,"5,962"
TX200502 台指 2005/02,2004/12/20,,"5,975"
TX200503 台指 2005/03,2004/12/20,,"5,960"
TX200506 台指 2005/06,2004/12/20,,"5,935"
TX200509 台指 2005/09,2004/12/20,,"5,865"
Y9999 加權指數,2004/12/17,"6,009.32",
TX200501 台指 2005/01,2004/12/17,,"6,019"
TX200502 台指 2005/02,2004/12/17,,"6,019"
TX200503 台指 2005/03,2004/12/17,,"6,005"
TX200506 台指 2005/06,2004/12/17,,"5,988"
TX200509 台指 2005/09,2004/12/17,,"5,903"
Y9999 加權指數,2004/12/16,"6,019.23",
TX200501 台指 2005/01,2004/12/16,,"6,020"
TX200502 台指 2005/02,2004/12/16,,"6,029"
TX200503 台指 2005/03,2004/12/16,,"6,005"
TX200506 台指 2005/06,2004/12/16,,"5,995"
TX200509 台指 2005/09,2004/12/16,,"5,920"
Y9999 加權指數,2004/12/15,"6,002.58",
TX200412 台指 2004/12,2004/12/15,,"6,017"
TX200501 台指 2005/01,2004/12/15,,"6,015"
TX200503 台指 2005/03,2004/12/15,,"6,000"
TX200506 台指 2005/06,2004/12/15,,"5,980"
TX200509 台指 2005/09,2004/12/15,,"5,923"
Y9999 加權指數,2004/12/14,"5,909.65",
TX200412 台指 2004/12,2004/12/14,,"5,901"
TX200501 台指 2005/01,2004/12/14,,"5,903"
TX200503 台指 2005/03,2004/12/14,,"5,876"
TX200506 台指 2005/06,2004/12/14,,"5,865"
TX200509 台指 2005/09,2004/12/14,,"5,775"
Y9999 加權指數,2004/12/13,"5,878.89",
TX200412 台指 2004/12,2004/12/13,,"5,871"
TX200501 台指 2005/01,2004/12/13,,"5,855"
TX200503 台指 2005/03,2004/12/13,,"5,815"
TX200506 台指 2005/06,2004/12/13,,"5,815"
TX200509 台指 2005/09,2004/12/13,,"5,705"
Y9999 加權指數,2004/12/10,"5,911.63",
TX200412 台指 2004/12,2004/12/10,,"5,850"
TX200501 台指 2005/01,2004/12/10,,"5,861"
TX200503 台指 2005/03,2004/12/10,,"5,861"
TX200506 台指 2005/06,2004/12/10,,"5,830"
TX200509 台指 2005/09,2004/12/10,,"5,770"
Y9999 加權指數,2004/12/9,"5,913.97",
TX200412 台指 2004/12,2004/12/9,,"5,880"
TX200501 台指 2005/01,2004/12/9,,"5,884"
TX200503 台指 2005/03,2004/12/9,,"5,883"
TX200506 台指 2005/06,2004/12/9,,"5,870"
TX200509 台指 2005/09,2004/12/9,,"5,785"
Y9999 加權指數,2004/12/8,"5,892.51",
TX200412 台指 2004/12,2004/12/8,,"5,880"
TX200501 台指 2005/01,2004/12/8,,"5,889"
TX200503 台指 2005/03,2004/12/8,,"5,881"
TX200506 台指 2005/06,2004/12/8,,"5,873"
TX200509 台指 2005/09,2004/12/8,,"5,800"
Y9999 加權指數,2004/12/7,"5,925.28",
TX200412 台指 2004/12,2004/12/7,,"5,890"
TX200501 台指 2005/01,2004/12/7,,"5,906"
TX200503 台指 2005/03,2004/12/7,,"5,894"
TX200506 台指 2005/06,2004/12/7,,"5,878"
TX200509 台指 2005/09,2004/12/7,,"5,809"
Y9999 加權指數,2004/12/6,"5,919.17",
TX200412 台指 2004/12,2004/12/6,,"5,883"
TX200501 台指 2005/01,2004/12/6,,"5,884"
TX200503 台指 2005/03,2004/12/6,,"5,890"
TX200506 台指 2005/06,2004/12/6,,"5,872"
TX200509 台指 2005/09,2004/12/6,,"5,810"
Y9999 加權指數,2004/12/3,"5,893.27",
TX200412 台指 2004/12,2004/12/3,,"5,880"
TX200501 台指 2005/01,2004/12/3,,"5,882"
TX200503 台指 2005/03,2004/12/3,,"5,875"
TX200506 台指 2005/06,2004/12/3,,"5,875"
TX200509 台指 2005/09,2004/12/3,,"5,789"
Y9999 加權指數,2004/12/2,"5,867.95",
TX200412 台指 2004/12,2004/12/2,,"5,855"
TX200501 台指 2005/01,2004/12/2,,"5,862"
TX200503 台指 2005/03,2004/12/2,,"5,852"
TX200506 台指 2005/06,2004/12/2,,"5,844"
TX200509 台指 2005/09,2004/12/2,,"5,761"
Y9999 加權指數,2004/12/1,"5,798.62",
TX200412 台指 2004/12,2004/12/1,,"5,770"
TX200501 台指 2005/01,2004/12/1,,"5,790"
TX200503 台指 2005/03,2004/12/1,,"5,770"
TX200506 台指 2005/06,2004/12/1,,"5,769"
TX200509 台指 2005/09,2004/12/1,,"5,700"
Y9999 加權指數,2004/11/30,"5,844.76",
TX200412 台指 2004/12,2004/11/30,,"5,809"
TX200501 台指 2005/01,2004/11/30,,"5,810"
TX200503 台指 2005/03,2004/11/30,,"5,800"
TX200506 台指 2005/06,2004/11/30,,"5,780"
TX200509 台指 2005/09,2004/11/30,,"5,700"
Y9999 加權指數,2004/11/29,"5,785.26",
TX200412 台指 2004/12,2004/11/29,,"5,810"
TX200501 台指 2005/01,2004/11/29,,"5,805"
TX200503 台指 2005/03,2004/11/29,,"5,796"
TX200506 台指 2005/06,2004/11/29,,"5,760"
TX200509 台指 2005/09,2004/11/29,,"5,719"
Y9999 加權指數,2004/11/26,"5,778.65",
TX200412 台指 2004/12,2004/11/26,,"5,740"
TX200501 台指 2005/01,2004/11/26,,"5,759"
TX200503 台指 2005/03,2004/11/26,,"5,768"
TX200506 台指 2005/06,2004/11/26,,"5,721"
TX200509 台指 2005/09,2004/11/26,,"5,700"
Y9999 加權指數,2004/11/25,"5,855.24",
TX200412 台指 2004/12,2004/11/25,,"5,870"
TX200501 台指 2005/01,2004/11/25,,"5,860"
TX200503 台指 2005/03,2004/11/25,,"5,870"
TX200506 台指 2005/06,2004/11/25,,"5,855"
TX200509 台指 2005/09,2004/11/25,,"5,766"
Y9999 加權指數,2004/11/24,"5,911.31",
TX200412 台指 2004/12,2004/11/24,,"5,905"
TX200501 台指 2005/01,2004/11/24,,"5,902"
TX200503 台指 2005/03,2004/11/24,,"5,850"
TX200506 台指 2005/06,2004/11/24,,"5,870"
TX200509 台指 2005/09,2004/11/24,,"5,830"
Y9999 加權指數,2004/11/23,"5,851.10",
TX200412 台指 2004/12,2004/11/23,,"5,842"
TX200501 台指 2005/01,2004/11/23,,"5,834"
TX200503 台指 2005/03,2004/11/23,,"5,842"
TX200506 台指 2005/06,2004/11/23,,"5,833"
TX200509 台指 2005/09,2004/11/23,,"5,759"
Y9999 加權指數,2004/11/22,"5,838.42",
TX200412 台指 2004/12,2004/11/22,,"5,835"
TX200501 台指 2005/01,2004/11/22,,"5,835"
TX200503 台指 2005/03,2004/11/22,,"5,855"
TX200506 台指 2005/06,2004/11/22,,"5,835"
TX200509 台指 2005/09,2004/11/22,,"5,765"
Y9999 加權指數,2004/11/19,"6,026.55",
TX200412 台指 2004/12,2004/11/19,,"6,056"
TX200501 台指 2005/01,2004/11/19,,"6,066"
TX200503 台指 2005/03,2004/11/19,,"6,030"
TX200506 台指 2005/06,2004/11/19,,"6,030"
TX200509 台指 2005/09,2004/11/19,,"5,962"
Y9999 加權指數,2004/11/18,"6,049.49",
TX200412 台指 2004/12,2004/11/18,,"6,072"
TX200501 台指 2005/01,2004/11/18,,"6,080"
TX200503 台指 2005/03,2004/11/18,,"6,072"
TX200506 台指 2005/06,2004/11/18,,"6,065"
TX200509 台指 2005/09,2004/11/18,,"6,009"
Y9999 加權指數,2004/11/17,"6,028.68",
TX200411 台指 2004/11,2004/11/17,,"6,040"
TX200412 台指 2004/12,2004/11/17,,"6,063"
TX200503 台指 2005/03,2004/11/17,,"6,060"
TX200506 台指 2005/06,2004/11/17,,"6,045"
TX200509 台指 2005/09,2004/11/17,,"6,010"
Y9999 加權指數,2004/11/16,"5,910.85",
TX200411 台指 2004/11,2004/11/16,,"5,929"
TX200412 台指 2004/12,2004/11/16,,"5,931"
TX200503 台指 2005/03,2004/11/16,,"5,940"
TX200506 台指 2005/06,2004/11/16,,"5,890"
TX200509 台指 2005/09,2004/11/16,,"5,850"
Y9999 加權指數,2004/11/15,"5,906.69",
TX200411 台指 2004/11,2004/11/15,,"5,941"
TX200412 台指 2004/12,2004/11/15,,"5,955"
TX200503 台指 2005/03,2004/11/15,,"5,945"
TX200506 台指 2005/06,2004/11/15,,"5,900"
TX200509 台指 2005/09,2004/11/15,,"5,880"
Y9999 加權指數,2004/11/12,"5,917.16",
TX200411 台指 2004/11,2004/11/12,,"5,935"
TX200412 台指 2004/12,2004/11/12,,"5,948"
TX200503 台指 2005/03,2004/11/12,,"5,920"
TX200506 台指 2005/06,2004/11/12,,"5,900"
TX200509 台指 2005/09,2004/11/12,,"5,874"
Y9999 加權指數,2004/11/11,"5,874.52",
TX200411 台指 2004/11,2004/11/11,,"5,868"
TX200412 台指 2004/12,2004/11/11,,"5,870"
TX200503 台指 2005/03,2004/11/11,,"5,850"
TX200506 台指 2005/06,2004/11/11,,"5,839"
TX200509 台指 2005/09,2004/11/11,,"5,835"
Y9999 加權指數,2004/11/10,"5,948.49",
TX200411 台指 2004/11,2004/11/10,,"5,960"
TX200412 台指 2004/12,2004/11/10,,"5,952"
TX200503 台指 2005/03,2004/11/10,,"5,925"
TX200506 台指 2005/06,2004/11/10,,"5,890"
TX200509 台指 2005/09,2004/11/10,,"5,890"
Y9999 加權指數,2004/11/9,"5,945.20",
TX200411 台指 2004/11,2004/11/9,,"5,943"
TX200412 台指 2004/12,2004/11/9,,"5,940"
TX200503 台指 2005/03,2004/11/9,,"5,888"
TX200506 台指 2005/06,2004/11/9,,"5,890"
TX200509 台指 2005/09,2004/11/9,,"5,870"
Y9999 加權指數,2004/11/8,"5,937.46",
